"MacRep1","MacRep2","MacRep3","NeuRep1","NeuRep2","NeuRep3","MonRep1","MonRep2","MonRep3"
16,60,58,47,10,30,12,45,54
19,107,76,74,6,55,10,84,91
1,7,3,6,0,1,0,2,3
5,13,15,4,3,1,2,4,8
5,49,45,48,11,23,13,47,54
13,76,89,46,13,21,8,44,43
24,103,100,69,12,44,13,70,74
10,72,56,40,10,24,5,43,50
6,65,48,55,11,32,8,49,62
8,19,28,11,4,14,4,19,14
11,60,52,66,7,29,5,49,60
5,12,26,6,2,2,3,7,4
12,64,37,47,9,23,10,38,54
28,124,115,91,16,41,20,87,134
8,16,15,2,1,4,0,2,4
9,39,40,60,11,19,12,58,49
18,48,45,40,11,18,10,39,42
5,26,32,26,7,13,4,35,30
12,37,32,26,2,14,3,30,25
3,23,20,24,5,13,0,16,19
15,72,76,14,4,8,5,31,25
18,95,96,5,3,4,2,16,11
28,108,114,8,4,3,2,2,6
21,81,91,72,11,39,9,51,66
11,32,43,8,2,4,2,12,12
24,103,87,88,13,35,13,74,49
11,33,41,9,4,4,2,8,6
12,35,57,3,4,12,1,10,9
10,23,10,8,3,9,4,18,10
74,366,321,453,46,183,49,372,381
1,5,9,4,2,3,4,9,5
10,57,54,30,5,20,8,33,34
12,63,54,13,4,7,4,22,25
9,29,27,7,5,8,1,13,7
8,25,24,2,1,3,1,7,5
5,44,34,17,4,15,3,21,14
4,5,12,9,3,7,8,13,6
10,38,32,4,2,3,2,5,11
40,161,158,156,29,70,14,155,174
13,42,48,31,10,21,7,27,31
3,33,26,30,7,14,4,12,21
12,99,83,104,17,27,15,56,73
20,92,76,50,11,32,14,62,65
2,7,7,5,0,2,0,3,4
2,16,8,9,1,6,2,7,6
18,98,70,3,4,6,3,3,4
4,30,21,27,5,17,7,19,23
6,20,9,3,2,1,3,8,5
13,76,48,40,11,27,7,41,32
20,144,142,88,20,50,12,86,103
9,66,46,18,4,17,6,22,17
14,73,79,41,11,21,7,27,52
17,73,58,56,13,39,10,76,66
11,82,56,9,3,1,5,22,15
24,137,159,9,5,12,2,12,15
8,33,26,28,4,7,2,32,11
13,52,45,13,6,6,0,11,18
10,37,32,10,2,8,0,12,11
34,142,119,127,27,62,18,120,117
33,143,123,94,16,54,16,98,102
18,101,78,74,12,37,13,107,92
11,50,40,32,4,15,4,29,30
12,50,37,27,3,7,7,40,36
4,18,35,21,5,12,2,31,29
31,131,118,101,11,62,15,93,122
6,45,41,19,2,17,3,27,26
46,274,261,204,20,126,35,238,253
1,2,5,4,1,3,0,1,0
5,53,46,41,4,10,5,31,25
9,23,36,3,2,3,3,8,19
5,44,51,44,9,20,9,37,48
9,58,57,6,1,2,7,22,13
0,2,3,5,0,1,0,1,2
11,76,55,56,8,32,8,44,48
9,64,53,38,8,24,5,65,66
17,91,55,38,5,19,9,33,55
4,38,28,17,5,14,5,29,29
34,152,123,141,14,58,16,128,127
17,109,114,54,8,36,13,57,99
0,8,12,18,3,14,0,9,9
14,148,143,24,3,17,13,75,55
14,54,35,10,1,6,4,20,31
2,14,20,15,3,5,10,13,7
4,5,4,1,0,0,2,9,5
3,18,18,2,1,0,0,2,0
2,25,21,18,6,16,3,16,22
2,20,19,34,6,16,1,22,26
13,26,28,9,1,3,3,4,6
22,120,100,97,16,40,12,98,79
28,93,111,38,4,36,12,83,85
12,92,80,35,12,33,13,52,87
9,40,51,2,2,1,4,9,5
24,105,86,53,14,27,11,56,75
7,31,23,8,2,5,4,16,20
7,44,46,11,2,11,2,11,6
6,46,42,22,3,13,1,45,50
7,31,30,22,7,18,5,44,26
19,133,109,106,17,47,23,119,100
13,72,78,11,3,9,8,22,14
13,62,60,54,9,34,10,69,79
8,27,20,3,1,3,1,4,3
30,145,81,55,17,49,21,125,75
1,5,2,7,0,1,0,3,4
27,123,114,163,12,77,23,135,167
18,181,134,73,10,47,13,90,119
14,68,52,19,1,9,12,80,75
4,17,32,9,2,2,2,6,10
43,336,268,148,23,99,28,177,188
10,11,18,17,5,11,2,11,9
1,3,8,6,0,4,1,3,3
1,19,24,2,0,2,5,7,8
30,155,153,5,3,2,0,6,4
18,85,66,22,5,17,6,49,42
8,35,29,15,0,10,2,16,15
9,15,32,15,1,9,6,20,13
17,65,58,29,7,23,13,31,46
3,27,18,1,0,1,2,7,2
13,96,63,46,9,18,4,34,34
30,127,107,28,9,17,23,63,93
13,41,32,28,11,10,10,23,28
9,49,42,30,7,13,1,29,29
11,67,35,24,4,13,1,28,25
9,36,34,13,4,7,2,29,32
21,131,110,29,9,16,10,79,89
12,48,42,33,5,14,5,14,20
9,48,48,3,3,1,6,17,20
11,19,15,4,1,5,7,4,4
8,32,38,14,4,4,5,12,30
1,16,15,14,1,2,1,15,12
5,5,6,5,1,1,1,3,6
17,76,79,44,11,19,7,44,51
3,24,12,21,9,5,5,11,12
15,85,58,43,6,21,8,47,36
11,46,43,50,10,18,8,29,16
8,25,13,16,5,9,3,20,15
5,12,8,7,2,3,4,11,14
10,46,43,54,4,22,5,35,38
23,73,86,67,8,18,9,44,56
17,84,74,54,8,28,9,54,64
9,49,42,41,4,20,1,29,33
18,93,92,42,10,24,8,59,75
10,63,68,49,9,22,11,57,50
0,3,3,2,1,0,2,6,7
1,10,9,6,0,3,0,5,5
9,46,53,7,2,2,2,6,4
12,97,73,42,10,22,3,35,31
27,180,148,79,8,49,14,82,79
38,204,175,91,15,42,12,88,83
6,16,20,2,0,0,0,8,4
10,45,33,19,5,8,1,14,21
10,34,26,18,4,7,5,9,20
24,119,96,31,6,11,6,37,33
10,23,24,16,3,7,5,10,4
19,93,78,48,7,20,9,38,35
14,79,57,30,8,18,5,11,27
4,8,9,1,0,3,1,3,2
6,32,32,36,11,20,11,29,46
5,13,11,8,0,2,1,9,5
9,19,8,7,3,7,2,5,6
10,25,26,17,3,10,5,20,17
28,122,71,65,19,37,8,48,40
11,80,67,6,1,6,2,14,17
21,126,114,36,4,13,16,60,90
6,40,24,28,9,12,3,28,16
5,28,35,27,10,24,3,38,31
8,63,50,87,18,39,6,56,52
0,4,5,7,0,4,0,7,3
11,22,26,28,2,14,6,25,27
19,81,89,119,19,59,15,106,92
15,85,75,108,15,60,12,112,99
12,37,40,52,11,28,11,53,45
12,61,46,88,11,44,12,53,66
15,81,68,104,10,34,15,65,90
11,30,25,29,7,15,5,37,45
5,41,42,51,8,26,4,27,41
11,38,35,35,4,17,7,23,24
13,52,52,22,9,10,5,25,10
10,29,27,24,8,10,2,18,22
16,69,88,91,14,38,13,74,58
3,32,27,34,6,17,3,30,18
10,46,37,16,4,16,3,12,26
10,43,46,40,6,14,5,25,29
16,110,69,155,16,59,16,100,141
9,52,57,37,4,33,6,33,30
12,59,62,64,9,12,10,44,50
10,52,66,27,4,15,10,34,46
17,41,33,26,6,13,5,17,23
1,2,2,6,1,0,0,2,1
14,82,57,68,16,36,9,73,85
7,64,73,27,3,10,3,44,50
29,147,139,181,20,79,19,139,148
10,78,77,77,14,39,13,67,38
32,126,127,137,16,60,21,142,152
3,46,49,60,9,24,10,58,68
8,30,32,5,1,5,3,18,21
5,38,33,33,9,8,9,32,26
5,12,11,5,2,1,0,8,12
5,18,12,9,1,5,3,9,13
14,56,57,43,9,34,11,40,43
0,20,18,27,5,14,4,23,30
17,57,52,53,13,15,9,53,48
5,26,21,20,3,6,4,17,13
9,52,51,17,4,18,9,19,32
42,258,259,305,43,113,45,244,240
20,54,71,9,6,7,9,30,37
14,56,68,58,16,32,9,48,47
2,17,19,24,4,10,4,21,20
12,65,47,49,10,27,9,29,31
3,35,43,26,5,5,5,39,35
18,76,94,71,17,32,6,46,43
13,84,85,51,16,30,8,45,50
6,21,12,5,1,2,1,4,9
9,27,46,14,1,3,2,16,15
6,15,23,16,4,11,7,15,23
14,37,44,10,4,5,4,11,21
42,244,222,57,10,48,16,99,114
4,18,9,22,11,7,2,21,10
14,54,40,22,4,10,6,25,29
7,41,44,24,9,18,8,21,25
10,32,40,11,2,5,3,27,22
11,47,46,13,4,10,6,8,6
27,107,105,120,18,44,10,105,101
6,32,26,18,6,17,5,33,23
16,122,114,80,12,44,14,83,79
7,38,42,46,11,22,5,49,50
3,23,17,20,2,12,2,17,13
8,18,22,11,3,7,1,13,11
29,116,106,121,18,57,20,124,111
16,67,58,41,7,23,12,79,57
12,37,25,28,8,14,1,33,21
24,101,88,67,14,30,17,67,57
9,42,49,45,10,28,11,27,38
6,32,44,32,11,21,2,34,23
17,34,34,51,15,28,6,31,30
7,33,31,54,10,24,4,53,39
22,104,110,46,5,26,9,52,46
13,70,74,44,14,21,5,52,50
19,148,141,154,10,62,11,154,170
7,37,45,40,5,16,3,27,30
11,58,42,38,4,15,8,37,48
8,62,59,8,2,2,5,7,7
2,5,2,17,3,11,0,6,5
13,89,77,126,9,41,12,132,117
4,15,26,18,8,14,5,13,9
16,43,27,14,4,11,5,10,19
20,103,75,86,13,42,14,67,63
13,54,54,49,11,25,4,33,39
27,150,106,138,19,54,22,162,141
7,53,52,57,13,25,8,55,63
9,25,26,40,5,11,8,41,36
7,46,38,50,17,25,7,52,62
8,30,43,7,4,2,2,9,7
2,31,43,19,8,13,5,16,20
16,97,59,57,9,17,13,48,37
9,30,17,28,5,7,3,22,18
1,12,7,6,2,2,2,4,5
0,1,4,7,0,4,2,8,8
23,72,73,73,20,29,11,62,58
10,59,45,15,4,4,2,18,26
27,82,64,73,11,21,14,69,55
9,48,54,57,8,25,13,53,56
6,26,24,28,2,17,3,28,25
3,18,8,26,4,14,2,18,19
8,27,27,37,6,18,4,22,24
19,126,136,104,14,49,16,101,107
14,70,100,89,9,39,9,88,62
19,71,74,107,15,39,17,76,92
27,61,88,58,12,32,13,70,82
16,57,57,56,10,26,4,41,46
28,85,96,87,15,46,11,89,75
13,80,77,70,13,30,12,88,76
13,77,57,14,1,9,3,21,17
8,44,48,45,12,26,6,42,30
15,49,64,31,12,13,6,30,32
15,51,58,53,12,27,12,56,51
7,16,20,7,2,6,2,10,3
17,106,113,23,4,13,12,84,75
13,56,53,25,4,7,12,36,46
8,25,23,23,5,8,5,38,46
17,83,98,76,11,43,14,102,78
18,89,61,56,13,36,12,46,49
7,24,23,10,1,8,3,10,7
11,51,45,43,10,16,8,45,39
27,122,115,153,17,61,22,139,129
29,103,101,73,9,27,19,74,72
15,62,70,48,13,23,12,59,48
12,47,29,16,7,12,5,34,27
10,23,28,18,6,13,8,5,16
12,38,51,23,0,10,3,29,29
5,9,20,3,1,1,2,2,2
10,34,53,5,5,6,3,7,11
7,56,64,5,2,3,3,8,4
18,99,81,97,12,28,13,66,61
29,116,113,157,11,60,20,159,151
3,29,28,27,9,14,4,42,33
23,106,129,129,9,55,11,92,91
5,25,21,26,5,18,7,17,17
23,83,59,59,11,25,10,51,26
3,11,6,2,1,3,0,1,1
11,36,30,34,3,14,7,26,25
15,35,28,14,4,14,6,19,15
2,18,16,21,6,13,7,13,37
8,48,43,32,1,18,7,45,58
10,34,32,7,1,9,3,20,21
8,27,20,2,1,3,3,7,4
3,27,23,26,1,11,5,16,24
27,155,138,106,13,44,15,108,110
10,52,40,7,5,9,6,15,16
13,62,73,49,6,19,6,63,66
11,53,48,18,6,13,5,27,16
13,49,33,23,6,15,7,23,38
9,30,35,32,7,13,4,29,32
8,30,27,56,9,16,7,48,43
15,67,56,76,7,38,9,58,66
11,44,36,20,8,12,4,26,31
8,25,29,26,6,15,3,36,24
0,1,0,6,2,2,0,1,1
12,58,68,20,4,10,5,17,21
8,7,14,9,4,4,4,8,8
5,32,25,31,5,20,4,19,21
9,40,42,31,4,16,2,35,43
4,37,29,62,11,20,5,43,52
11,67,66,11,2,5,14,27,33
6,28,29,9,3,12,2,16,14
7,15,5,8,1,4,1,4,9
8,43,31,24,5,18,5,31,37
18,76,74,55,12,27,4,48,38
17,32,42,41,7,29,8,41,34
26,102,103,64,16,38,11,70,57
4,28,21,36,8,18,3,21,16
9,77,76,40,8,24,3,41,27
9,21,16,14,3,6,1,14,14
24,106,133,81,11,33,8,79,81
6,26,20,22,4,12,4,18,13
13,62,53,48,12,24,9,48,59
18,81,63,54,9,35,10,44,52
13,56,63,22,6,6,2,16,19
8,21,15,13,2,5,7,14,16
14,66,65,3,2,7,1,8,4
9,32,29,24,7,15,4,23,36
26,82,66,42,11,20,6,39,35
9,24,19,16,5,13,0,7,19
8,17,20,11,3,4,4,6,3
11,47,43,34,11,12,4,32,28
39,182,167,87,16,50,20,113,98
32,143,128,64,6,28,17,74,94
24,168,148,95,11,44,19,129,106
4,18,19,16,5,15,3,33,22
31,145,140,34,7,22,1,41,31
6,23,30,32,4,17,9,36,35
3,11,6,27,12,14,6,28,17
13,32,33,17,5,7,3,25,16
6,41,47,51,7,26,8,48,50
12,72,65,20,0,9,4,46,34
31,131,140,40,10,16,5,43,52
37,201,150,99,10,50,13,109,114
15,60,35,18,2,12,6,24,23
18,101,98,41,4,26,6,38,49
19,131,86,59,7,34,7,52,65
22,105,72,49,6,24,7,44,39
25,143,126,12,1,8,7,47,67
7,67,63,7,4,4,9,47,33
14,78,59,17,3,9,2,33,28
11,34,20,5,2,7,2,22,9
10,71,55,2,0,3,0,6,4
13,79,67,9,1,7,3,7,9
9,56,53,22,5,8,7,30,25
3,28,32,0,1,0,1,17,20
42,263,177,43,8,29,15,99,73
43,269,202,135,14,73,21,150,149
10,112,110,28,4,18,10,58,82
4,38,31,3,2,2,0,9,6
6,12,12,12,2,4,0,10,14
8,25,27,21,4,15,1,31,27
39,154,151,123,21,53,17,165,123
3,21,23,3,1,3,2,11,13
16,121,102,64,16,25,7,60,49
5,35,37,22,5,18,5,34,45
4,11,7,17,0,15,4,25,23
13,75,69,31,7,13,7,40,46
10,87,65,51,12,27,8,54,74
6,41,47,16,4,9,12,33,60
28,135,97,108,12,78,13,105,153
10,35,31,4,1,5,0,13,9
23,147,110,95,10,34,9,78,103
11,75,61,37,14,27,6,36,42
0,8,9,5,1,3,1,3,9
23,141,134,18,2,17,15,97,123
4,9,11,7,4,8,1,7,3
10,49,61,32,4,21,8,57,45
7,19,21,4,1,6,0,8,11
7,39,29,8,1,2,3,8,6
29,161,133,66,14,35,8,49,54
13,35,41,6,0,2,2,38,25
26,164,124,92,5,49,18,123,132
41,266,220,171,18,74,16,170,170
19,138,124,9,3,12,5,58,81
7,26,23,20,3,13,6,16,22
18,140,80,58,14,38,11,68,75
34,264,223,131,27,82,24,155,174
79,452,341,223,10,98,36,364,321
2,31,16,1,0,0,0,0,0
22,172,128,61,12,28,23,129,107
18,85,65,7,1,2,4,20,22
8,24,23,5,1,4,1,10,10
5,19,20,21,2,15,2,15,23
28,170,176,70,17,37,19,110,117
35,130,116,87,10,51,10,95,112
3,12,6,5,0,5,3,5,9
29,162,89,52,3,24,11,79,68
62,347,335,188,16,119,37,275,303
14,72,67,7,4,2,7,25,28
7,46,37,24,7,9,4,37,28
8,50,60,36,14,22,1,44,39
11,43,31,31,4,20,6,34,43
66,341,278,291,22,126,35,228,254
8,20,20,5,2,5,4,17,22
9,40,47,6,1,6,2,4,3
14,98,74,14,2,13,9,40,54
9,38,33,17,5,14,4,28,23
9,24,25,5,0,1,2,5,6
6,29,46,16,2,2,7,29,29
9,22,22,6,1,4,0,19,16
7,43,55,6,1,4,0,1,3
31,197,159,115,17,55,20,117,123
14,113,73,41,6,29,10,47,43
17,95,88,52,11,38,16,67,87
44,225,196,247,20,113,29,193,178
18,106,79,60,10,24,12,66,55
27,108,90,82,8,53,12,94,81
1,10,11,15,0,5,0,7,10
11,55,47,22,4,13,7,41,37
48,326,241,263,22,97,32,245,281
8,38,29,23,1,9,4,20,21
12,94,72,43,13,20,13,61,57
4,34,61,19,5,11,6,34,31
4,23,27,2,1,1,0,12,9
7,39,49,5,1,2,2,4,2
14,60,53,14,3,6,3,25,29
10,41,30,10,1,5,1,16,20
59,246,185,175,20,73,23,152,145
18,94,87,4,0,4,1,30,28
8,46,43,10,3,9,3,26,27
5,26,30,3,0,2,2,2,1
4,40,27,22,7,13,6,30,15
7,83,59,18,7,15,9,45,41
12,14,17,12,4,3,4,7,16
5,27,36,21,3,17,0,25,23
10,38,36,22,9,25,6,37,29
11,44,59,31,4,15,6,25,28
3,11,11,4,0,3,1,10,9
8,78,88,9,1,2,2,9,21
12,64,49,10,0,8,3,27,33
8,32,49,4,1,3,2,9,8
13,65,52,63,5,33,9,44,44
20,109,90,82,19,38,14,97,77
10,55,48,31,9,16,13,39,36
10,46,40,8,0,3,3,14,20
15,83,73,53,9,22,8,36,45
7,56,31,39,3,18,6,31,35
1,28,33,23,4,8,10,20,26
20,167,136,122,21,61,20,126,139
16,123,107,97,18,57,10,99,116
8,35,35,22,0,14,5,39,55
1,56,41,47,7,34,11,46,45
8,26,18,14,4,5,2,20,16
0,13,8,3,1,4,7,8,18
33,153,134,87,13,48,18,83,90
16,63,67,7,3,3,3,12,11
15,76,72,77,10,24,11,69,69
27,92,57,105,14,44,13,81,82
12,43,46,12,4,8,2,28,24
2,27,25,18,4,15,3,29,41
12,23,32,16,1,14,2,16,12
20,103,112,73,13,46,21,105,88
4,24,23,29,5,19,6,33,42
0,2,0,7,0,1,0,0,0
13,64,67,5,2,10,2,22,13
11,44,43,13,8,10,2,19,21
9,58,51,12,1,2,3,11,6
7,61,57,17,2,7,4,15,12
29,89,92,92,17,38,12,97,99
8,47,42,9,1,11,2,28,29
16,65,56,41,4,22,9,48,40
10,34,53,6,1,9,3,6,18
25,108,110,136,26,71,29,122,124
8,36,48,8,5,4,1,7,5
11,43,56,17,5,14,7,42,41
10,53,41,26,5,10,7,18,18
9,50,53,9,3,3,3,11,7
6,20,19,1,2,1,0,1,2
11,46,51,40,10,20,6,29,34
15,82,64,103,10,33,11,72,70
7,20,11,7,3,6,0,17,7
9,27,16,11,2,8,2,12,19
19,112,132,105,11,52,23,109,112
2,9,6,2,0,1,6,13,14
9,78,54,19,6,22,7,46,32
38,191,174,98,13,54,26,131,121
26,151,109,103,12,38,11,107,106
7,30,10,10,2,0,2,13,7
7,52,37,23,6,17,4,40,59
15,72,53,31,4,14,11,41,57
11,57,49,41,9,16,4,26,26
5,15,26,21,7,8,2,10,11
0,13,11,9,3,3,2,1,6
40,260,237,161,21,98,29,170,216
9,56,49,6,4,8,4,37,60
0,16,10,14,6,13,4,21,29
0,9,17,4,1,1,7,15,15
11,53,52,20,6,9,3,16,20
11,55,54,48,10,23,10,39,34
43,217,186,179,18,81,22,161,211
2,17,19,9,1,5,1,17,13
36,162,117,126,24,54,17,97,117
3,24,26,7,2,9,9,22,36
14,47,50,22,2,8,11,83,87
9,90,70,24,0,19,11,96,125
52,357,307,312,36,165,51,305,369
11,52,42,43,4,23,8,45,62
5,10,16,6,0,5,1,9,8
4,10,5,6,2,3,9,26,29
11,61,64,21,5,16,10,128,115
7,60,55,41,4,29,21,110,130
5,25,27,16,1,5,2,42,55
11,37,42,2,1,4,2,4,6
6,34,25,22,0,16,5,50,59
7,57,63,3,2,3,3,11,25
14,42,43,9,3,3,3,21,22
20,63,70,24,1,18,4,83,102
7,28,33,13,2,10,7,17,21
11,57,37,14,3,13,7,51,65
9,28,20,12,1,0,2,8,10
10,31,24,26,1,13,8,35,40
4,10,11,4,0,0,0,0,4
10,48,45,28,0,8,4,23,42
11,30,40,27,7,19,2,44,52
10,91,56,77,12,34,11,99,82
6,33,30,18,5,17,12,32,60
4,11,15,1,1,2,2,6,2
7,12,18,6,1,2,1,18,17
25,144,143,99,18,63,19,117,136
23,102,91,30,14,19,5,79,78
35,205,202,99,10,68,24,182,215
0,1,4,8,0,2,0,3,4
10,58,47,19,2,16,6,100,101
3,26,17,22,4,21,15,67,63
13,110,97,4,0,1,2,4,4
2,8,10,3,0,2,4,18,31
3,37,21,27,6,14,1,49,42
3,6,11,3,1,2,0,6,6
6,27,21,7,0,2,0,17,25
20,101,86,50,8,25,17,91,87
18,141,88,104,10,55,16,171,164
10,47,38,9,5,12,1,28,20
9,24,25,13,5,4,6,16,18
16,117,81,90,19,47,16,83,78
19,110,71,62,13,43,16,69,60
5,16,24,18,4,6,4,36,35
2,6,4,5,1,3,1,8,4
8,25,23,24,6,13,2,22,46
10,54,55,29,5,17,12,57,57
16,75,59,41,9,22,5,29,44
5,24,19,18,2,17,3,38,41
10,25,22,21,7,11,5,19,22
8,34,36,7,1,5,1,15,12
3,10,12,1,0,0,1,9,10
9,44,27,49,5,30,10,44,44
4,37,32,54,11,22,9,65,46
7,12,26,13,2,9,1,25,27
33,106,98,64,12,36,16,95,96
11,38,39,30,9,13,3,33,34
8,53,35,36,8,19,7,34,40
10,59,56,28,6,19,11,52,66
9,40,28,8,0,2,4,16,17
11,27,20,12,3,7,4,11,10
2,9,18,2,3,6,3,8,7
14,55,50,27,6,16,13,56,57
12,47,56,34,6,16,5,27,56
9,16,18,10,1,3,2,3,4
7,28,35,20,4,16,8,21,16
9,43,42,6,1,4,2,19,17
2,8,12,21,8,14,5,13,10
13,25,31,7,2,6,1,8,8
11,73,64,72,10,25,8,67,60
14,63,86,65,12,41,15,82,76
10,50,59,50,16,24,22,46,37
0,10,9,19,5,9,3,7,9
3,5,3,17,8,13,5,8,4
4,7,13,1,1,1,0,3,1
14,65,60,64,15,39,20,55,70
13,59,90,73,13,34,13,55,84
10,43,49,40,13,23,3,35,29
14,39,51,10,3,7,3,15,11
19,86,57,115,8,40,8,85,72
3,5,4,11,1,3,1,10,7
12,83,72,61,9,31,9,77,62
10,46,60,28,4,9,5,29,42
13,34,20,23,9,15,2,21,23
5,25,40,32,3,17,4,41,44
11,62,58,39,6,27,6,45,42
8,45,54,9,8,4,0,3,11
7,20,34,16,2,14,2,13,11
14,90,93,13,2,8,17,54,48
3,25,21,30,4,17,2,19,12
15,99,98,54,17,27,7,86,97
13,86,90,28,3,6,11,39,47
13,64,38,47,18,32,7,54,41
6,32,22,25,4,11,4,18,19
12,51,51,52,2,21,10,44,45
6,32,25,35,11,11,6,35,40
12,83,63,80,10,32,15,70,64
1,9,4,5,0,0,4,2,2
23,128,80,116,18,40,21,125,97
9,30,31,3,3,5,5,12,22
4,37,49,21,7,9,3,18,28
15,90,86,61,10,30,10,69,79
3,13,9,8,2,2,1,8,7
14,64,76,56,20,39,12,65,67
15,78,81,66,13,39,17,39,58
8,54,67,31,5,11,13,43,45
8,49,46,35,6,15,5,23,14
9,26,29,6,5,5,4,12,9
12,66,60,63,10,37,10,50,48
21,140,115,67,13,24,18,103,70
14,60,48,75,12,29,13,51,55
8,20,34,27,4,10,4,16,18
13,67,85,46,8,23,12,57,68
4,21,26,25,3,17,3,34,27
0,22,25,20,11,11,4,22,20
8,63,43,8,3,12,5,22,29
19,65,66,8,2,5,3,26,24
10,36,25,20,9,11,4,19,16
12,28,27,18,5,9,5,13,24
5,9,17,22,6,10,6,20,22
4,12,12,1,1,0,0,3,5
19,56,49,54,6,18,9,37,50
17,43,51,47,12,6,4,26,42
1,32,29,24,3,16,10,21,27
0,8,6,21,7,12,3,15,8
37,141,155,144,21,66,25,120,156
4,14,15,3,0,1,2,4,14
3,28,27,22,6,11,3,13,16
17,89,85,41,9,25,7,52,66
11,94,99,29,5,21,13,38,68
14,39,45,33,6,19,2,33,35
11,53,49,6,0,3,4,20,23
4,16,18,3,0,1,2,7,4
10,43,50,5,4,7,5,15,13
8,50,34,39,6,21,6,39,31
14,67,45,12,2,4,0,5,5
9,25,18,10,4,11,5,16,11
17,66,61,8,3,10,5,19,14
9,31,36,20,4,9,6,16,15
34,206,177,10,4,5,8,39,70
9,19,31,17,4,2,2,15,13
4,16,21,3,0,2,3,12,9
9,39,42,6,2,3,0,23,23
2,40,43,28,9,22,8,51,49
6,18,22,24,4,16,5,45,41
25,163,146,30,6,29,11,83,85
4,35,18,34,2,25,9,47,60
3,20,17,6,2,11,3,18,16
20,146,104,82,6,35,14,74,74
14,92,72,6,4,5,8,17,28
23,127,111,47,8,30,6,61,80
2,16,10,9,3,5,5,10,11
16,112,97,4,4,1,6,51,49
18,133,112,46,7,27,9,44,39
3,15,15,3,1,3,1,20,13
2,31,29,25,10,16,12,29,19
1,3,2,5,2,3,0,7,6
11,26,17,20,5,6,2,27,15
18,119,92,72,9,54,15,96,106
9,33,33,20,6,12,8,23,23
3,50,45,43,7,15,6,49,52
16,123,102,74,13,35,12,107,101
9,29,28,18,2,13,2,17,28
8,56,50,22,8,9,4,28,32
10,57,62,9,5,12,4,30,35
0,5,10,21,2,12,2,14,5
11,49,51,49,6,20,3,48,51
15,43,59,9,3,7,0,10,5
10,39,43,9,4,5,3,7,14
31,233,159,175,13,90,36,186,159
8,52,60,19,3,4,2,21,28
6,19,10,48,9,32,8,40,49
33,166,161,149,25,91,33,183,212
14,68,46,47,16,39,7,78,86
28,176,195,9,3,6,0,6,8
7,44,39,6,4,2,7,19,25
18,85,60,6,0,2,1,6,5
9,36,46,5,2,1,2,3,3
16,52,37,35,8,15,6,32,36
7,9,11,5,1,5,0,2,1
32,173,187,73,8,25,23,137,145
13,57,48,29,4,23,7,35,41
7,39,48,37,4,19,14,57,72
9,35,35,37,10,21,6,32,32
10,76,64,26,5,14,7,50,61
10,97,53,49,11,29,9,66,73
15,89,62,64,8,29,5,83,77
11,49,57,20,4,10,0,13,18
21,114,106,67,17,37,9,81,74
12,67,61,32,5,21,7,37,41
6,10,11,2,0,1,2,14,12
13,44,52,1,0,2,1,2,1
11,45,44,8,0,3,2,34,37
9,23,28,5,4,9,2,10,10
5,44,33,16,2,15,3,31,17
8,30,19,14,4,5,4,21,19
5,23,20,8,0,1,2,14,19
6,31,37,19,5,19,7,28,19
12,54,23,17,1,13,12,115,108
13,48,33,6,1,4,3,10,15
51,268,223,144,11,74,26,198,213
11,83,66,18,3,7,9,103,106
3,10,14,1,0,0,0,3,5
8,26,19,3,0,0,0,4,6
8,54,31,34,2,14,4,63,48
17,177,106,52,11,31,14,95,87
2,2,1,1,0,0,0,0,0
14,79,95,18,2,16,12,80,73
13,42,42,2,0,0,0,8,4
22,71,53,28,5,10,3,53,44
8,42,32,9,2,14,2,19,17
8,84,50,12,2,7,10,59,56
12,76,53,3,1,4,3,8,3
1,7,11,5,2,3,6,8,9
28,167,107,72,9,42,11,91,128
14,83,63,55,7,34,12,57,70
2,22,13,20,5,10,10,35,31
13,126,101,31,8,22,9,91,75
7,63,44,44,6,23,8,46,57
5,7,15,3,0,0,0,3,0
0,8,11,9,2,6,7,13,10
4,25,36,26,3,19,4,55,48
3,12,22,10,2,9,9,15,10
14,97,92,90,12,56,21,93,111
5,38,40,31,7,28,5,41,37
19,91,70,79,10,35,10,68,86
9,50,44,14,3,11,1,8,9
14,41,44,39,6,27,6,44,37
11,42,43,7,3,4,3,18,22
7,32,39,41,6,20,6,63,88
17,120,109,93,13,73,26,118,135
6,38,22,13,5,7,3,24,17
6,21,26,4,2,5,1,5,8
13,99,75,6,1,4,1,5,7
5,71,61,36,12,18,5,41,37
7,30,29,54,5,24,10,54,48
22,131,84,74,17,33,16,81,81
17,122,98,125,21,52,16,130,128
14,67,64,33,4,23,9,56,32
9,22,21,19,10,11,5,27,15
5,23,22,24,4,24,2,15,23
9,40,32,3,1,4,3,26,30
10,54,60,9,4,6,6,39,33
24,102,75,79,17,35,18,83,80
13,56,60,60,4,27,12,69,63
16,57,52,25,10,20,5,47,37
15,74,48,60,11,42,12,66,58
18,55,49,26,10,14,10,35,30
6,7,7,4,0,2,0,7,7
21,78,68,40,11,21,11,61,76
14,27,42,12,5,3,3,23,32
18,51,47,22,5,7,0,15,9
8,30,44,3,3,3,4,9,16
9,51,44,16,5,18,1,27,12
6,27,30,20,3,17,5,29,46
11,69,51,52,6,26,6,55,57
7,54,39,40,3,21,15,40,71
10,28,25,9,3,5,0,13,19
1,14,21,15,5,10,2,16,8
